date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:36	32760/32760	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:37:31%20GMT	http://www.w3schools.com/bootstrap/bootstrap_affix.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_affix.html	(from http://www.w3schools.com/bootstrap/)
10:44:37	30502/30502	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:06:12%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_small.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_small.html	(from http://www.w3schools.com/bootstrap/)
10:44:39	30225/30225	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:09:29%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_stacked_to_horizontal.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_stacked_to_horizontal.html	(from http://www.w3schools.com/bootstrap/)
10:44:39	36943/36943	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:12:26%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_system.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_system.html	(from http://www.w3schools.com/bootstrap/)
10:44:39	31214/31214	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:46:44%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_large.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_large.html	(from http://www.w3schools.com/bootstrap/)
10:44:39	30967/30967	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:29:12%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_medium.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_medium.html	(from http://www.w3schools.com/bootstrap/)
10:44:41	30994/30994	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:07:48%20GMT	http://www.w3schools.com/bootstrap/bootstrap_templates.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_templates.html	(from http://www.w3schools.com/bootstrap/)
10:44:43	52279/52279	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:21:06%20GMT	http://www.w3schools.com/bootstrap/bootstrap_theme_me.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_theme_me.html	(from http://www.w3schools.com/bootstrap/)
10:44:44	36346/36346	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:47:01%20GMT	http://www.w3schools.com/bootstrap/bootstrap_grid_examples.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_grid_examples.html	(from http://www.w3schools.com/bootstrap/)
10:44:48	93338/93338	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:25:07%20GMT	http://www.w3schools.com/bootstrap/bootstrap_theme_company.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_theme_company.html	(from http://www.w3schools.com/bootstrap/)
10:44:49	90764/90764	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:21:22%20GMT	http://www.w3schools.com/bootstrap/bootstrap_theme_band.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_theme_band.html	(from http://www.w3schools.com/bootstrap/)
10:44:53	29434/29434	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:41:50%20GMT	http://www.w3schools.com/bootstrap/bootstrap_quiz.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_quiz.html	(from http://www.w3schools.com/bootstrap/)
10:44:54	37604/37604	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:49:20%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_text.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_text.html	(from http://www.w3schools.com/bootstrap/)
10:44:56	32087/32087	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:49:58%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_buttons.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_buttons.html	(from http://www.w3schools.com/bootstrap/)
10:44:57	28936/28936	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:30:49%20GMT	http://www.w3schools.com/bootstrap/bootstrap_exam.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_exam.html	(from http://www.w3schools.com/bootstrap/)
10:44:58	30313/30313	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:17:25%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_forms.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_forms.html	(from http://www.w3schools.com/bootstrap/)
